seed,state_idx,N,K,B,real_utility,latency_adjusted_utility,utility_per_diffusion_step,lambda_cost
2,2,4,4,16,-0.7845575907381873,-0.8405575907381874,-0.04903484942113671,0.0035
2,2,8,4,32,-0.6297977324541499,-0.7417977324541499,-0.019681179139192186,0.0035
2,2,16,4,64,-0.5149955559113134,-0.7389955559113134,-0.008046805561114272,0.0035
2,2,32,4,128,-0.40956985964481046,-0.8575698596448105,-0.0031997645284750817,0.0035
2,2,1,8,8,-0.8718591898813414,-0.8998591898813414,-0.10898239873516767,0.0035
2,2,2,8,16,-0.7049955932807599,-0.7609955932807599,-0.04406222458004749,0.0035
2,2,4,8,32,-0.5789550502310871,-0.690955050231087,-0.01809234531972147,0.0035
2,2,8,8,64,-0.48605137133586673,-0.7100513713358667,-0.007594552677122918,0.0035
2,2,16,8,128,-0.41995727754310885,-0.8679572775431088,-0.003280916230805538,0.0035
2,2,32,8,256,-0.3750833546265454,-1.2710833546265454,-0.001465169354009943,0.0035
2,2,1,16,16,-0.7443260115846385,-0.8003260115846386,-0.04652037572403991,0.0035
2,2,2,16,32,-0.5937490645269834,-0.7057490645269834,-0.01855465826646823,0.0035
2,2,4,16,64,-0.4724477740624938,-0.6964477740624938,-0.007381996469726465,0.0035
2,2,8,16,128,-0.37768218056857095,-0.825682180568571,-0.0029506420356919605,0.0035
2,2,16,16,256,-0.3067193553348619,-1.2027193553348619,-0.0011981224817768042,0.0035
2,2,32,16,512,-0.25509482404452266,-2.047094824044523,-0.0004982320782119583,0.0035
2,2,1,32,32,-0.7647666189249833,-0.8767666189249833,-0.02389895684140573,0.0035
2,2,2,32,64,-0.6435503559508154,-0.8675503559508154,-0.010055474311731491,0.0035
2,2,4,32,128,-0.5347319483458706,-0.9827319483458705,-0.004177593346452114,0.0035
2,2,8,32,256,-0.43464050408634486,-1.330640504086345,-0.0016978144690872846,0.0035
2,2,16,32,512,-0.352503637947518,-2.144503637947518,-0.0006884836678662461,0.0035
2,2,32,32,1024,-0.29649755803571715,-3.8804975580357173,-0.000289548396519255,0.0035
2,3,1,2,2,-1.5986652049402106,-1.6056652049402105,-0.7993326024701053,0.0035
2,3,2,2,4,-1.2663617618627239,-1.2803617618627239,-0.31659044046568097,0.0035
2,3,4,2,8,-1.0089040395303839,-1.036904039530384,-0.12611300494129798,0.0035
2,3,8,2,16,-0.8098145131729226,-0.8658145131729227,-0.050613407073307665,0.0035
2,3,16,2,32,-0.65206224069135,-0.76406224069135,-0.020376945021604687,0.0035
2,3,32,2,64,-0.5427553590534266,-0.7667553590534266,-0.008480552485209791,0.0035
2,3,1,4,4,-1.3233881189800631,-1.3373881189800632,-0.3308470297450158,0.0035
2,3,2,4,8,-0.9842343852572553,-1.0122343852572553,-0.12302929815715691,0.0035
2,3,4,4,16,-0.7382491476584785,-0.7942491476584785,-0.046140571728654906,0.0035
2,3,8,4,32,-0.5438219799569232,-0.6558219799569232,-0.01699443687365385,0.0035
2,3,16,4,64,-0.39164013394753794,-0.6156401339475379,-0.00611937709293028,0.0035
2,3,32,4,128,-0.28474564276948355,-0.7327456427694836,-0.0022245753341365903,0.0035
2,3,1,8,8,-0.9901198820409953,-1.0181198820409953,-0.12376498525512442,0.0035
2,3,2,8,16,-0.8077996162454297,-0.8637996162454298,-0.05048747601533936,0.0035
2,3,4,8,32,-0.6535680182226251,-0.7655680182226251,-0.020424000569457035,0.0035
2,3,8,8,64,-0.5149306466774604,-0.7389306466774603,-0.008045791354335318,0.0035
2,3,16,8,128,-0.40537131137427673,-0.8533713113742767,-0.003166963370111537,0.0035
2,3,32,8,256,-0.3272943382524067,-1.2232943382524066,-0.0012784935087984638,0.0035
2,3,1,16,16,-0.8977782593315106,-0.9537782593315106,-0.05611114120821941,0.0035
2,3,2,16,32,-0.7599186209199928,-0.8719186209199928,-0.023747456903749777,0.0035
2,3,4,16,64,-0.6572415188914127,-0.8812415188914127,-0.010269398732678323,0.0035
2,3,8,16,128,-0.5682368938204182,-1.0162368938204183,-0.004439350732972017,0.0035
2,3,16,16,256,-0.487301728992891,-1.383301728992891,-0.0019035223788784804,0.0035
2,3,32,16,512,-0.4198716363857298,-2.21187163638573,-0.0008200617898158785,0.0035
2,3,1,32,32,-0.9077761874381326,-1.0197761874381326,-0.028368005857441644,0.0035
2,3,2,32,64,-0.7506921868120471,-0.9746921868120471,-0.011729565418938236,0.0035
2,3,4,32,128,-0.6219329258195639,-1.069932925819564,-0.004858850982965343,0.0035
2,3,8,32,256,-0.5112144755539434,-1.4072144755539435,-0.0019969315451325914,0.0035
2,3,16,32,512,-0.42897966036381335,-2.2209796603638132,-0.000837850899148073,0.0035
2,3,32,32,1024,-0.3758426064721213,-3.9598426064721215,-0.00036703379538293097,0.0035
2,4,1,2,2,-1.6672939622655385,-1.6742939622655384,-0.8336469811327692,0.0035
2,4,2,2,4,-1.2787440812686075,-1.2927440812686075,-0.3196860203171519,0.0035
2,4,4,2,8,-0.991607822613504,-1.019607822613504,-0.123950977826688,0.0035
2,4,8,2,16,-0.7672525375108746,-0.8232525375108747,-0.047953283594429665,0.0035
2,4,16,2,32,-0.5679366612927528,-0.6799366612927528,-0.017748020665398524,0.0035
2,4,32,2,64,-0.40169617773974636,-0.6256961777397464,-0.006276502777183537,0.0035
2,4,1,4,4,-1.3995441306278955,-1.4135441306278955,-0.3498860326569739,0.0035
2,4,2,4,8,-1.0317555048132576,-1.0597555048132576,-0.1289694381016572,0.0035
2,4,4,4,16,-0.753909573057203,-0.809909573057203,-0.047119348316075185,0.0035
2,4,8,4,32,-0.5550031104956091,-0.6670031104956091,-0.017343847202987785,0.0035
2,4,16,4,64,-0.42034589362869257,-0.6443458936286925,-0.006567904587948321,0.0035
2,4,32,4,128,-0.3377495923648024,-0.7857495923648024,-0.0026386686903500187,0.0035
2,4,1,8,8,-0.9201383969115048,-0.9481383969115048,-0.1150172996139381,0.0035
2,4,2,8,16,-0.732088673303972,-0.788088673303972,-0.04575554208149825,0.0035
2,4,4,8,32,-0.5802968334642619,-0.6922968334642619,-0.018134276045758183,0.0035
2,4,8,8,64,-0.45451620346902616,-0.6785162034690262,-0.007101815679203534,0.0035
2,4,16,8,128,-0.3541990859506551,-0.8021990859506551,-0.002767180358989493,0.0035
2,4,32,8,256,-0.27605991489911097,-1.172059914899111,-0.0010783590425746522,0.0035
2,4,1,16,16,-0.7905034063985923,-0.8465034063985923,-0.04940646289991202,0.0035
2,4,2,16,32,-0.6165676214757242,-0.7285676214757242,-0.01926773817111638,0.0035
2,4,4,16,64,-0.4761714735092956,-0.7001714735092956,-0.007440179273582744,0.0035
2,4,8,16,128,-0.36877860516853117,-0.8167786051685312,-0.0028810828528791498,0.0035
2,4,16,16,256,-0.28888814571826443,-1.1848881457182645,-0.0011284693192119704,0.0035
2,4,32,16,512,-0.23015214253074429,-2.0221521425307443,-0.00044951590338035993,0.0035
2,4,1,32,32,-0.7748447589754,-0.8868447589753999,-0.02421389871798125,0.0035
2,4,2,32,64,-0.6412935472091491,-0.8652935472091491,-0.010020211675142955,0.0035
2,4,4,32,128,-0.5261626596173516,-0.9741626596173516,-0.00411064577826056,0.0035
2,4,8,32,256,-0.4228204486148937,-1.3188204486148938,-0.0016516423774019285,0.0035
2,4,16,32,512,-0.3244219622544805,-2.1164219622544804,-0.0006336366450282822,0.0035
2,4,32,32,1024,-0.22885057754793672,-3.8128505775479367,-0.00022348689213665696,0.0035
2,5,1,2,2,-1.5268155822728267,-1.5338155822728265,-0.7634077911364133,0.0035
2,5,2,2,4,-1.1669339817671693,-1.1809339817671693,-0.29173349544179233,0.0035
2,5,4,2,8,-0.8984480922298002,-0.9264480922298002,-0.11230601152872502,0.0035
2,5,8,2,16,-0.6668681637065585,-0.7228681637065586,-0.04167926023165991,0.0035
2,5,16,2,32,-0.4620192449932499,-0.57401924499325,-0.01443810140603906,0.0035
2,5,32,2,64,-0.30408542732399346,-0.5280854273239934,-0.004751334801937398,0.0035
2,5,1,4,4,-1.3478621924120782,-1.3618621924120782,-0.33696554810301954,0.0035
2,5,2,4,8,-1.0611930977022246,-1.0891930977022246,-0.13264913721277807,0.0035
2,5,4,4,16,-0.8434026583637996,-0.8994026583637996,-0.05271266614773747,0.0035
2,5,8,4,32,-0.672160965591456,-0.784160965591456,-0.021005030174733,0.0035
2,5,16,4,64,-0.5281303396745113,-0.7521303396745113,-0.008252036557414239,0.0035
2,5,32,4,128,-0.42060935123427756,-0.8686093512342776,-0.0032860105565177935,0.0035
2,5,1,8,8,-0.9953555720493055,-1.0233555720493055,-0.12441944650616318,0.0035
2,5,2,8,16,-0.7869508801744167,-0.8429508801744168,-0.049184430010901045,0.0035
2,5,4,8,32,-0.6399547459109212,-0.7519547459109212,-0.019998585809716286,0.0035
2,5,8,8,64,-0.5391437475969502,-0.7631437475969501,-0.008424121056202346,0.0035
2,5,16,8,128,-0.4732152119968922,-0.9212152119968922,-0.0036969938437257203,0.0035
2,5,32,8,256,-0.43156051465261547,-1.3275605146526155,-0.0016857832603617792,0.0035
2,5,1,16,16,-0.8347068175020838,-0.8907068175020838,-0.052169176093880235,0.0035
2,5,2,16,32,-0.6597296349570395,-0.7717296349570395,-0.020616551092407485,0.0035
2,5,4,16,64,-0.5201930964220989,-0.7441930964220989,-0.008128017131595295,0.0035
2,5,8,16,128,-0.400961425515695,-0.848961425515695,-0.0031325111368413674,0.0035
2,5,16,16,256,-0.2999498432720742,-1.195949843272074,-0.0011716790752815398,0.0035
2,5,32,16,512,-0.2243675132358552,-2.0163675132358554,-0.00043821779928877966,0.0035
2,5,1,32,32,-0.8517514839788626,-0.9637514839788626,-0.026617233874339456,0.0035
2,5,2,32,64,-0.6994249973796115,-0.9234249973796115,-0.01092851558405643,0.0035
2,5,4,32,128,-0.5759736092691599,-1.0239736092691598,-0.004499793822415311,0.0035
2,5,8,32,256,-0.4800554923306991,-1.3760554923306991,-0.0018752167669167934,0.0035
2,5,16,32,512,-0.4013181106440743,-2.1933181106440744,-0.0007838244348517076,0.0035
2,5,32,32,1024,-0.3310855304163758,-3.915085530416376,-0.000323325713297242,0.0035
2,6,1,2,2,-1.4254968888708581,-1.432496888870858,-0.7127484444354291,0.0035
2,6,2,2,4,-1.0953719285359453,-1.1093719285359454,-0.27384298213398633,0.0035
2,6,4,2,8,-0.8413594645213421,-0.8693594645213422,-0.10516993306516777,0.0035
2,6,8,2,16,-0.6212809113523052,-0.6772809113523053,-0.03883005695951908,0.0035
2,6,16,2,32,-0.43178309275315246,-0.5437830927531525,-0.013493221648536015,0.0035
2,6,32,2,64,-0.2839263563380561,-0.507926356338056,-0.004436349317782126,0.0035
2,6,1,4,4,-1.4080284924469744,-1.4220284924469744,-0.3520071231117436,0.0035
2,6,2,4,8,-1.092287948017091,-1.120287948017091,-0.13653599350213638,0.0035
2,6,4,4,16,-0.859649232218842,-0.9156492322188421,-0.05372807701367763,0.0035
2,6,8,4,32,-0.6813704996118828,-0.7933704996118828,-0.021292828112871337,0.0035
2,6,16,4,64,-0.5629799764017527,-0.7869799764017527,-0.008796562131277386,0.0035
2,6,32,4,128,-0.4896392120501343,-0.9376392120501342,-0.003825306344141674,0.0035
2,6,1,8,8,-1.0418138925237792,-1.0698138925237792,-0.1302267365654724,0.0035
2,6,2,8,16,-0.8567526814916496,-0.9127526814916497,-0.0535470425932281,0.0035
2,6,4,8,32,-0.722794587516106,-0.834794587516106,-0.022587330859878314,0.0035
2,6,8,8,64,-0.6137732064037587,-0.8377732064037586,-0.009590206350058729,0.0035
2,6,16,8,128,-0.5110281832009316,-0.9590281832009315,-0.003992407681257278,0.0035
2,6,32,8,256,-0.4116799214924526,-1.3076799214924526,-0.001608124693329893,0.0035
2,6,1,16,16,-0.9499957761873852,-1.0059957761873852,-0.059374736011711574,0.0035
2,6,2,16,32,-0.8142585856126553,-0.9262585856126553,-0.025445580800395478,0.0035
2,6,4,16,64,-0.7090121569003838,-0.9330121569003837,-0.011078314951568496,0.0035
2,6,8,16,128,-0.6172874518101745,-1.0652874518101745,-0.0048225582172669885,0.0035
2,6,16,16,256,-0.5336723905636584,-1.4296723905636584,-0.002084657775639291,0.0035
2,6,32,16,512,-0.45981744267993974,-2.2518174426799398,-0.0008980809427342573,0.0035
2,6,1,32,32,-0.9539549808282639,-1.065954980828264,-0.029811093150883247,0.0035
2,6,2,32,64,-0.8441180797909892,-1.0681180797909893,-0.013189344996734206,0.0035
2,6,4,32,128,-0.7670486506110363,-1.2150486506110363,-0.005992567582898721,0.0035
2,6,8,32,256,-0.7106793167207228,-1.6066793167207227,-0.0027760910809403235,0.0035
2,6,16,32,512,-0.6669542955223569,-2.458954295522357,-0.0013026451084421032,0.0035
2,6,32,32,1024,-0.6299527614643708,-4.213952761464371,-0.0006151882436175497,0.0035
2,7,1,2,2,-1.586029307707521,-1.5930293077075208,-0.7930146538537605,0.0035
2,7,2,2,4,-1.1731123949084876,-1.1871123949084876,-0.2932780987271219,0.0035
2,7,4,2,8,-0.8915022426477563,-0.9195022426477564,-0.11143778033096954,0.0035
2,7,8,2,16,-0.6908460779890279,-0.7468460779890279,-0.04317787987431424,0.0035
2,7,16,2,32,-0.538719863364033,-0.650719863364033,-0.01683499573012603,0.0035
2,7,32,2,64,-0.42376805349306723,-0.6477680534930672,-0.0066213758358291755,0.0035
2,7,1,4,4,-1.272875725917573,-1.286875725917573,-0.31821893147939323,0.0035
2,7,2,4,8,-0.9649770794165331,-0.9929770794165331,-0.12062213492706664,0.0035
2,7,4,4,16,-0.7510294642122802,-0.8070294642122803,-0.046939341513267514,0.0035
2,7,8,4,32,-0.589726773801029,-0.701726773801029,-0.018428961681282156,0.0035
2,7,16,4,64,-0.4589522840637023,-0.6829522840637023,-0.007171129438495349,0.0035
2,7,32,4,128,-0.3419469387660161,-0.7899469387660161,-0.002671460459109501,0.0035
2,7,1,8,8,-0.9248292329566475,-0.9528292329566476,-0.11560365411958094,0.0035
2,7,2,8,16,-0.7512984474722119,-0.8072984474722119,-0.04695615296701324,0.0035
2,7,4,8,32,-0.6214256170102849,-0.7334256170102849,-0.019419550531571402,0.0035
2,7,8,8,64,-0.5232422858182839,-0.7472422858182839,-0.008175660715910686,0.0035
2,7,16,8,128,-0.4527036334147466,-0.9007036334147467,-0.003536747136052708,0.0035
2,7,32,8,256,-0.411732872329879,-1.3077328723298791,-0.0016083315325385898,0.0035
2,7,1,16,16,-0.750885360975467,-0.806885360975467,-0.04693033506096669,0.0035
2,7,2,16,32,-0.5891673575656,-0.7011673575656,-0.018411479923925,0.0035
2,7,4,16,64,-0.4641588493520275,-0.6881588493520275,-0.00725248202112543,0.0035
2,7,8,16,128,-0.3647122019455828,-0.8127122019455828,-0.0028493140776998656,0.0035
2,7,16,16,256,-0.29115231639560596,-1.187152316395606,-0.0011373137359203358,0.0035
2,7,32,16,512,-0.24257556615109044,-2.0345755661510907,-0.0004737804026388485,0.0035
2,7,1,32,32,-0.6408932817388423,-0.7528932817388423,-0.020027915054338822,0.0035
2,7,2,32,64,-0.501471202095376,-0.725471202095376,-0.00783548753274025,0.0035
2,7,4,32,128,-0.38506711654779907,-0.8330671165477991,-0.0030083368480296802,0.0035
2,7,8,32,256,-0.29940928233021596,-1.195409282330216,-0.0011695675091024061,0.0035
2,7,16,32,512,-0.24781911642591564,-2.0398191164259156,-0.0004840217117693665,0.0035
2,7,32,32,1024,-0.22100159657854873,-3.8050015965785486,-0.000215821871658739,0.0035
